Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,Fence,MoSold,YrSold,SaleCondition,SalePrice
1126,20,RL,60.0,10434.0,Reg,Inside,NAmes,1Fam,1Story,4,5,1955.0,1955,Gable,Plywood,Plywood,NA,0.0,TA,CBlock,TA,No,Unf,0.0,1005.0,1005.0,TA,1005.0,0.0,1005.0,0,1,0,2,Fa,5,1,TA,Detchd,1977.0,Unf,2,672.0,0.0,0.0,NA,11,2009,Normal,115000
1127,120,RL,53.0,3684.0,Reg,Inside,Otro,TwnhsE,1Story,7,5,2007.0,2007,Hip,VinylSd,VinylSd,BrkFace,130.0,Gd,PConc,Gd,No,Unf,0.0,1373.0,1373.0,Ex,1555.0,0.0,1555.0,0,2,0,2,Gd,7,1,TA,Attchd,2007.0,Fin,3,660.0,143.0,20.0,NA,6,2009,Normal,174000
1128,20,RL,141.0,14572.0,Otro,Corner,Gilbert,1Fam,1Story,7,5,2004.0,2004,Hip,VinylSd,VinylSd,NA,0.0,Gd,PConc,Gd,Av,GLQ,1300.0,230.0,1530.0,Ex,1530.0,0.0,1530.0,1,2,0,3,Gd,7,1,Gd,Attchd,2004.0,Fin,3,630.0,144.0,36.0,NA,11,2007,Family,259000
1129,60,RL,59.0,11796.0,IR1,Inside,Gilbert,1Fam,2Story,7,5,2004.0,2005,Gable,VinylSd,VinylSd,NA,0.0,Gd,PConc,Gd,Av,Unf,0.0,847.0,847.0,Ex,847.0,1112.0,1959.0,0,2,1,4,Gd,8,1,Gd,BuiltIn,2004.0,Fin,2,434.0,100.0,48.0,NA,7,2007,Normal,215000
1130,90,RM,60.0,7200.0,Reg,Inside,OldTown,Duplex,SFoyer,5,5,1980.0,1980,Gable,MetalSd,MetalSd,BrkFace,180.0,TA,CBlock,Gd,Gd,GLQ,936.0,0.0,936.0,TA,936.0,0.0,936.0,1,1,0,2,TA,4,0,NA,Detchd,1980.0,Unf,2,672.0,49.0,0.0,NA,8,2007,Normal,140000
1131,50,RL,65.0,7804.0,Reg,Inside,SWISU,1Fam,1.5Fin,4,3,1928.0,1950,Gable,WdShing,Plywood,NA,0.0,TA,BrkTil,TA,No,BLQ,622.0,500.0,1122.0,TA,1328.0,653.0,1981.0,1,2,0,4,Gd,7,2,TA,Detchd,1981.0,Unf,2,576.0,431.0,44.0,MnPrv,12,2009,Normal,135000
1132,20,RL,63.0,10712.0,Reg,Inside,Mitchel,1Fam,1Story,5,5,1991.0,1992,Gable,HdBoard,HdBoard,NA,0.0,TA,PConc,Gd,Mn,BLQ,212.0,762.0,974.0,TA,974.0,0.0,974.0,0,1,0,3,TA,5,0,NA,NA,NA,NA,0,0.0,0.0,28.0,MnPrv,9,2007,Abnorml,93500
1133,70,RM,90.0,9900.0,Reg,Inside,OldTown,1Fam,2Story,6,4,1899.6638,1950,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,BrkTil,TA,Mn,Unf,0.0,1008.0,1008.0,TA,1178.0,1032.0,2210.0,0,2,0,5,Fa,8,0,NA,Detchd,1930.0,Unf,1,205.0,0.0,48.0,NA,5,2007,Normal,117500
1134,60,RL,80.0,9828.0,IR1,Inside,SawyerW,1Fam,2Story,8,5,1995.0,1995,Gable,VinylSd,VinylSd,NA,0.0,Gd,PConc,Gd,No,GLQ,584.0,544.0,1128.0,Ex,1142.0,878.0,2020.0,0,2,1,3,Gd,8,1,TA,Attchd,1995.0,RFn,2,466.0,0.0,155.0,NA,6,2009,Normal,239500
1135,60,RL,57.0,8773.0,IR1,Inside,Gilbert,1Fam,2Story,6,5,1997.0,1997,Gable,VinylSd,VinylSd,NA,0.0,TA,PConc,Gd,Av,Unf,0.0,916.0,916.0,Gd,916.0,684.0,1600.0,0,2,1,3,TA,7,1,TA,Attchd,1997.0,Fin,2,460.0,100.0,38.0,NA,8,2007,Normal,169000
1136,30,RM,60.0,6180.0,Reg,Corner,BrkSide,1Fam,1Story,6,5,1926.0,1950,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,BrkTil,TA,No,Unf,0.0,960.0,960.0,TA,986.0,0.0,986.0,0,1,0,2,TA,5,1,Gd,Detchd,1926.0,Unf,1,180.0,0.0,128.0,NA,5,2007,Normal,102000
1137,50,RL,80.0,9600.0,Reg,Inside,NAmes,1Fam,1.5Fin,6,5,1950.0,1950,Gable,VinylSd,VinylSd,NA,0.0,TA,CBlock,TA,No,BLQ,280.0,752.0,1032.0,TA,1032.0,220.0,1252.0,0,1,0,3,TA,6,0,NA,Attchd,1950.0,Unf,1,288.0,0.0,0.0,NA,4,2008,Abnorml,119000
1138,50,RL,54.0,6342.0,Reg,Inside,Sawyer,1Fam,1.5Fin,5,8,1899.6638,1996,Gable,VinylSd,VinylSd,NA,0.0,TA,CBlock,TA,No,Unf,0.0,780.0,780.0,Gd,780.0,240.0,1020.0,0,1,0,2,TA,6,0,NA,NA,NA,NA,0,0.0,0.0,0.0,NA,5,2010,Normal,94000
1139,20,RL,NA,9819.0,IR1,Inside,Mitchel,1Fam,1Story,6,5,1977.0,1977,Gable,Plywood,Otro,NA,0.0,TA,PConc,TA,Gd,ALQ,1567.0,0.0,1567.0,TA,1567.0,0.0,1567.0,1,2,0,2,Gd,5,2,TA,Attchd,1977.0,RFn,2,714.0,264.0,32.0,NA,5,2009,Normal,196000
1140,30,RL,98.0,8731.0,IR1,Inside,BrkSide,1Fam,1Story,5,5,1920.0,1950,Gable,Stucco,Stucco,NA,0.0,TA,BrkTil,TA,No,BLQ,645.0,270.0,915.0,TA,1167.0,0.0,1167.0,0,1,0,3,TA,6,1,Gd,Detchd,1972.0,Unf,2,495.0,0.0,0.0,NA,5,2007,Normal,144000
1141,20,RL,60.0,7350.0,Reg,Corner,NAmes,1Fam,1Story,5,7,1951.0,1951,Gable,HdBoard,HdBoard,NA,0.0,TA,CBlock,TA,Mn,ALQ,852.0,100.0,952.0,TA,952.0,0.0,952.0,1,1,0,2,TA,4,0,NA,Detchd,1988.0,Unf,2,840.0,0.0,0.0,NA,6,2008,Abnorml,139000
1142,60,RL,NA,10304.0,IR1,CulDSac,NWAmes,1Fam,2Story,5,7,1976.0,1976,Gable,Plywood,Plywood,BrkFace,44.0,TA,CBlock,TA,No,ALQ,381.0,399.0,780.0,Ex,1088.0,780.0,1868.0,1,2,1,4,Gd,9,1,TA,Attchd,1976.0,Unf,2,484.0,448.0,96.0,NA,10,2009,Normal,197500
1143,60,RL,77.0,9965.0,Reg,Inside,CollgCr,1Fam,2Story,8,5,2006.0,2007,Hip,VinylSd,VinylSd,Stone,340.0,Gd,PConc,Ex,Gd,GLQ,1150.0,316.0,1466.0,Ex,1466.0,1362.0,2828.0,1,3,0,4,Gd,11,1,TA,BuiltIn,2006.0,RFn,3,998.1939000000012,125.0,144.0,NA,4,2007,Partial,424870
1144,20,RL,NA,9000.0,Reg,Inside,Sawyer,1Fam,1Story,5,3,1959.0,1959,Gable,Wd Sdng,Plywood,NA,0.0,TA,CBlock,TA,No,GLQ,288.0,718.0,1006.0,TA,1006.0,0.0,1006.0,0,1,0,3,TA,5,0,NA,NA,NA,NA,0,0.0,0.0,24.0,NA,7,2008,Normal,80000
1145,190,RL,60.0,12180.0,Reg,Inside,Edwards,2fmCon,1.5Fin,4,4,1941.0,1950,Gable,MetalSd,MetalSd,NA,0.0,TA,BrkTil,Gd,No,BLQ,348.0,324.0,672.0,Fa,672.0,252.0,924.0,1,1,0,2,Fa,5,0,NA,Detchd,1941.0,Unf,1,280.0,0.0,0.0,MnPrv,7,2010,Normal,80000
1146,50,RM,52.0,6240.0,Reg,Inside,BrkSide,1Fam,1.5Fin,5,6,1928.0,1950,Gable,MetalSd,MetalSd,NA,0.0,TA,BrkTil,TA,No,Unf,0.0,1042.0,1042.0,Ex,1042.0,534.0,1576.0,0,1,0,3,TA,8,1,Gd,Detchd,1928.0,Unf,1,225.0,0.0,0.0,NA,8,2006,Family,149000
1147,20,RL,NA,11200.0,Reg,Inside,SawyerW,1Fam,1Story,6,5,1985.0,1985,Gable,Wd Sdng,Wd Shng,BrkFace,85.0,Gd,CBlock,Gd,No,GLQ,1258.0,40.0,1298.0,TA,1298.0,0.0,1298.0,1,2,0,3,Gd,5,1,TA,Attchd,1985.0,Unf,2,403.0,165.0,26.0,NA,5,2006,Normal,180000
1148,70,RL,75.0,12000.0,Reg,Inside,Crawfor,1Fam,2Story,7,7,1941.0,1950,Gable,MetalSd,MetalSd,NA,0.0,TA,CBlock,TA,No,Rec,275.0,429.0,704.0,Ex,860.0,704.0,1564.0,0,1,1,3,Fa,7,1,Gd,Attchd,1941.0,Unf,1,234.0,0.0,0.0,NA,7,2009,Normal,174500
1149,50,RM,NA,5700.0,Reg,Inside,OldTown,1Fam,1.5Fin,7,7,1926.0,1950,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,PConc,TA,No,Unf,0.0,572.0,572.0,TA,572.0,539.0,1111.0,0,1,0,2,TA,5,1,Gd,Detchd,1982.0,Unf,1,288.0,0.0,0.0,NA,8,2008,Normal,116900
1150,70,RM,50.0,9000.0,Reg,Inside,OldTown,1Fam,2Story,7,9,1920.0,1988,Hip,VinylSd,VinylSd,NA,0.0,TA,PConc,TA,No,ALQ,624.0,26.0,650.0,Ex,832.0,650.0,1482.0,0,1,0,3,TA,7,0,NA,Detchd,1930.0,Unf,2,324.0,0.0,0.0,NA,7,2009,Normal,143000
1151,20,RL,57.0,8280.0,IR1,Inside,NAmes,1Fam,1Story,6,5,1950.0,1950,Gable,BrkFace,BrkFace,NA,0.0,TA,CBlock,TA,No,Unf,0.0,932.0,932.0,Ex,932.0,0.0,932.0,0,1,0,2,Gd,4,1,Gd,Attchd,1950.0,Unf,1,306.0,0.0,0.0,GdPrv,11,2007,Normal,124000
1152,20,RL,134.0,17755.0,Reg,Inside,Edwards,1Fam,1Story,5,4,1959.0,1959,Gable,HdBoard,Plywood,BrkFace,132.0,TA,CBlock,TA,No,BLQ,176.0,1290.0,1466.0,TA,1466.0,0.0,1466.0,0,1,1,3,Fa,6,2,Gd,Attchd,1959.0,Fin,2,528.0,0.0,140.0,NA,11,2006,Normal,149900
1153,20,RL,90.0,14115.0,IR1,Inside,Crawfor,1Fam,1Story,6,7,1956.0,2004,Gable,Otro,Otro,NA,0.0,TA,PConc,TA,No,ALQ,296.0,230.0,1073.0,Ex,1811.0,0.0,1811.0,0,1,0,2,Ex,6,1,Gd,Attchd,1956.0,Fin,2,470.0,0.0,0.0,NA,7,2006,Abnorml,230000
1154,30,RM,NA,5890.0,Reg,Corner,IDOTRR,1Fam,1Story,6,8,1930.0,2007,Gable,Wd Sdng,Wd Sdng,NA,0.0,Gd,BrkTil,TA,Av,ALQ,538.0,278.0,816.0,Ex,816.0,0.0,816.0,0,1,0,2,TA,5,0,NA,Detchd,2002.0,Unf,1,432.0,0.0,0.0,NA,6,2008,Normal,120500
1155,60,RL,NA,13700.0,IR1,Inside,NAmes,1Fam,2Story,7,6,1965.0,1988,Gable,VinylSd,VinylSd,Stone,288.0,TA,CBlock,TA,Gd,ALQ,454.0,410.0,864.0,TA,902.0,918.0,1820.0,0,1,1,4,Gd,8,2,Gd,Attchd,1965.0,Unf,2,492.0,60.0,84.0,GdPrv,5,2008,Normal,201800
1156,20,RL,90.0,10768.0,IR1,Corner,Otro,1Fam,1Story,5,8,1976.0,2004,Gable,Plywood,Plywood,NA,0.0,Gd,CBlock,Gd,Gd,ALQ,1157.0,280.0,1437.0,TA,1437.0,0.0,1437.0,1,2,0,3,Gd,6,1,Fa,Attchd,1976.0,RFn,2,528.0,0.0,21.0,NA,7,2007,Normal,218000
1157,80,RL,85.0,9350.0,Reg,Inside,NAmes,1Fam,SLvl,5,8,1965.0,1999,Gable,BrkFace,BrkFace,NA,0.0,TA,PConc,TA,Gd,ALQ,633.0,586.0,1219.0,Gd,1265.0,0.0,1265.0,0,2,0,3,Gd,6,1,Gd,Attchd,1965.0,RFn,2,502.0,0.0,92.0,MnPrv,10,2008,Normal,179900
1158,120,RL,34.0,5001.0,IR1,Inside,NridgHt,Twnhs,1Story,7,5,2007.0,2008,Gable,VinylSd,VinylSd,Stone,166.0,Gd,PConc,Gd,No,GLQ,904.0,410.0,1314.0,Ex,1314.0,0.0,1314.0,1,2,0,2,Gd,6,1,Gd,Attchd,2008.0,RFn,2,626.0,172.0,62.0,NA,7,2009,Normal,230000
1159,20,RL,92.0,11932.0,Reg,FR2,Somerst,1Fam,1Story,8,5,2007.0,2008,Gable,VinylSd,VinylSd,Stone,186.0,Gd,PConc,Gd,No,Unf,0.0,1580.0,1580.0,Ex,1580.0,0.0,1580.0,0,2,0,3,Gd,7,0,NA,Attchd,2008.0,RFn,3,830.0,0.0,24.0,NA,6,2008,Partial,235128
1160,60,RL,76.0,9120.0,Reg,Inside,NWAmes,1Fam,2Story,6,6,1974.0,1974,Hip,HdBoard,HdBoard,BrkFace,270.0,Gd,CBlock,TA,No,ALQ,442.0,459.0,901.0,TA,943.0,933.0,1876.0,0,2,1,4,Gd,8,1,TA,Attchd,1974.0,RFn,2,540.0,0.0,69.0,NA,7,2008,Normal,185000
1161,160,RL,24.0,2280.0,Reg,Inside,Otro,Twnhs,2Story,6,5,1978.0,1978,Gable,Plywood,Otro,NA,0.0,TA,CBlock,Gd,No,ALQ,311.0,544.0,855.0,Fa,855.0,601.0,1456.0,0,2,1,3,TA,7,1,TA,Attchd,1978.0,Unf,2,440.0,26.0,0.0,NA,7,2010,Normal,146000
1162,20,RL,NA,14778.0,IR1,CulDSac,Crawfor,1Fam,1Story,6,7,1954.0,2006,Hip,HdBoard,HdBoard,BrkFace,72.0,Gd,CBlock,TA,No,BLQ,728.0,568.0,1296.0,Ex,1640.0,0.0,1640.0,1,1,0,3,Gd,7,1,Gd,Detchd,1993.0,Unf,2,924.0,108.0,0.0,NA,11,2008,Normal,224000
1163,20,RL,109.0,8724.0,Reg,Inside,Sawyer,1Fam,1Story,5,5,1968.0,1968,Gable,VinylSd,VinylSd,NA,0.0,TA,CBlock,Gd,No,BLQ,492.0,402.0,894.0,Gd,894.0,0.0,894.0,0,1,0,3,TA,5,1,Po,Attchd,1968.0,Fin,2,450.0,0.0,0.0,NA,5,2007,Normal,129000
1164,90,RL,60.0,12900.0,Reg,Inside,Sawyer,Duplex,SFoyer,4,4,1969.0,1969,Gable,Plywood,Plywood,NA,0.0,TA,CBlock,Gd,Av,GLQ,1198.0,0.0,1198.0,TA,1258.0,0.0,1258.0,2,1,1,1,TA,6,0,NA,Otro,1969.0,Unf,2,400.0,120.0,0.0,NA,1,2008,Otro,108959
1165,80,RL,NA,16157.0,IR1,FR2,Otro,1Fam,SLvl,5,7,1978.0,1978,Gable,Plywood,Plywood,NA,0.0,TA,PConc,Gd,Gd,ALQ,680.0,289.0,1360.0,Ex,1432.0,0.0,1432.0,1,1,1,2,Gd,5,1,TA,Attchd,1978.0,Unf,2,588.0,168.0,180.0,NA,6,2007,Normal,194000
1166,20,RL,79.0,9541.0,IR1,Inside,NridgHt,1Fam,1Story,7,5,2009.0,2009,Gable,VinylSd,VinylSd,Stone,268.0,Gd,PConc,Gd,No,Unf,0.0,1502.0,1502.0,Ex,1502.0,0.0,1502.0,0,2,0,3,Gd,7,0,NA,Attchd,2009.0,RFn,2,644.0,0.0,114.0,NA,9,2009,Partial,233170
1167,20,RL,64.0,10475.0,IR1,Corner,CollgCr,1Fam,1Story,8,5,2008.0,2008,Gable,VinylSd,VinylSd,Stone,72.0,Gd,PConc,Gd,Av,Unf,0.0,1694.0,1694.0,Ex,1694.0,0.0,1694.0,0,2,0,3,Gd,7,0,NA,Attchd,2008.0,RFn,3,776.0,160.0,33.0,NA,2,2010,Normal,245350
1168,60,RL,58.0,10852.0,IR1,Inside,Gilbert,1Fam,2Story,6,5,2000.0,2000,Gable,VinylSd,VinylSd,NA,0.0,TA,PConc,Gd,No,GLQ,786.0,173.0,959.0,Ex,959.0,712.0,1671.0,1,2,1,3,TA,7,1,TA,Attchd,2000.0,Fin,2,472.0,0.0,38.0,NA,2,2006,Normal,173000
1169,70,RL,120.0,13728.0,Reg,Corner,Edwards,1Fam,2Story,6,7,1935.0,1986,Hip,Stucco,Stucco,NA,0.0,TA,CBlock,TA,No,Rec,626.0,501.0,1127.0,Ex,1236.0,872.0,2108.0,0,2,0,4,Gd,7,2,TA,Basment,1935.0,Unf,2,540.0,0.0,0.0,NA,7,2008,Normal,235000
1170,60,RL,118.0,35760.0,IR1,CulDSac,NoRidge,1Fam,2Story,10,5,1995.0,1996,Hip,HdBoard,HdBoard,BrkFace,789.9208000000001,Gd,PConc,Ex,Gd,GLQ,1387.0,543.0,1930.0,Ex,1831.0,1416.017200000001,3116.7068000000017,1,3,1,4,Gd,10,1,TA,Attchd,1995.0,Fin,3,807.0,361.0,76.0,NA,7,2006,Normal,625000
1171,80,RL,76.0,9880.0,Reg,Inside,Mitchel,1Fam,SLvl,6,6,1977.0,1977,Gable,Plywood,Plywood,NA,0.0,TA,CBlock,TA,Av,ALQ,522.0,574.0,1096.0,TA,1118.0,0.0,1118.0,1,1,0,3,TA,6,1,Po,Attchd,1977.0,Fin,1,358.0,203.0,0.0,GdPrv,7,2008,Normal,171000
1172,20,RL,76.0,9120.0,Reg,Inside,NAmes,1Fam,1Story,6,6,1958.0,1958,Hip,MetalSd,MetalSd,NA,0.0,TA,CBlock,TA,No,ALQ,662.0,599.0,1261.0,Ex,1261.0,0.0,1261.0,1,1,0,3,TA,6,1,TA,Attchd,1958.0,RFn,2,433.0,0.0,0.0,NA,11,2008,Normal,163000
1173,160,FV,35.0,4017.0,IR1,Inside,Somerst,TwnhsE,2Story,7,5,2006.0,2007,Gable,MetalSd,MetalSd,NA,0.0,Gd,PConc,Gd,No,Unf,0.0,625.0,625.0,Ex,625.0,625.0,1250.0,0,2,1,2,Gd,5,0,NA,Detchd,2006.0,Fin,2,625.0,0.0,54.0,NA,3,2008,Normal,171900
1174,50,RL,138.0,18030.0,IR1,Inside,ClearCr,1Fam,1.5Fin,5,6,1946.0,1994,Gable,MetalSd,MetalSd,NA,0.0,TA,CBlock,TA,No,Rec,152.0,977.0,1598.0,TA,1636.0,971.0,3086.0,0,3,0,3,Ex,11,1,Gd,NA,NA,NA,0,0.0,122.0,0.0,MnPrv,3,2007,Normal,200500
1175,70,RL,80.0,16560.0,IR1,Inside,Crawfor,1Fam,2Story,6,8,1932.0,1950,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,BrkTil,Gd,No,Rec,503.0,449.0,952.0,TA,1170.0,1175.0,2345.0,0,2,1,4,TA,9,1,Gd,Detchd,1932.0,Unf,2,360.0,0.0,0.0,NA,7,2006,Normal,239000
1176,50,RL,85.0,10678.0,Reg,Inside,NoRidge,1Fam,1.5Fin,8,5,1992.0,2000,Hip,HdBoard,HdBoard,BrkFace,337.0,Gd,PConc,Gd,No,GLQ,700.0,983.0,1683.0,Ex,2129.0,743.0,2872.0,0,2,1,4,Gd,9,1,TA,Attchd,1992.0,Fin,2,541.0,0.0,33.0,NA,4,2007,Normal,285000
1177,20,RL,37.0,6951.0,IR1,CulDSac,Mitchel,1Fam,1Story,5,5,1984.0,1985,Gable,HdBoard,Plywood,NA,0.0,TA,CBlock,TA,No,ALQ,658.0,218.0,876.0,TA,923.0,0.0,923.0,1,1,0,3,TA,5,0,NA,Attchd,1984.0,Unf,1,264.0,362.0,0.0,MnPrv,10,2008,Normal,119500
1178,50,RM,NA,3950.0,Reg,Inside,OldTown,1Fam,1.5Fin,6,8,1926.0,2004,Gable,MetalSd,MetalSd,NA,0.0,TA,CBlock,TA,No,Rec,468.0,350.0,818.0,TA,818.0,406.0,1224.0,0,1,0,3,TA,5,0,NA,Detchd,1926.0,Unf,1,210.0,0.0,0.0,NA,12,2009,Normal,115000
1179,50,RL,54.0,7681.0,IR1,FR2,Crawfor,1Fam,1.5Fin,5,6,1921.0,1950,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,BrkTil,TA,No,Unf,0.0,731.0,731.0,Ex,820.0,523.0,1343.0,0,1,1,3,TA,7,1,Gd,Detchd,1921.0,Unf,1,186.0,192.0,0.0,NA,7,2009,Normal,154900
1180,20,RL,77.0,8335.0,Reg,Corner,Edwards,1Fam,1Story,5,5,1954.0,1954,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,Slab,NA,NA,NA,0.0,0.0,0.0,Gd,1124.0,0.0,1124.0,0,1,0,3,TA,5,1,Gd,NA,NA,NA,0,0.0,0.0,36.0,NA,4,2006,Normal,93000
1181,60,RL,NA,11170.0,IR2,Corner,Timber,1Fam,2Story,7,5,1990.0,1991,Gable,MetalSd,MetalSd,NA,0.0,TA,Otro,Gd,No,LwQ,1216.0,0.0,1216.0,Ex,1298.0,1216.0,2514.0,0,2,1,4,TA,8,0,NA,Attchd,1990.0,Fin,2,693.0,0.0,0.0,GdPrv,4,2006,Normal,250000
1182,120,RM,64.0,5587.0,IR1,Inside,Crawfor,TwnhsE,1Story,8,5,2008.0,2008,Hip,CemntBd,CmentBd,Stone,186.0,Ex,PConc,Ex,Gd,GLQ,1480.0,120.0,1600.0,Ex,1652.0,0.0,1652.0,1,2,0,2,Gd,5,1,Gd,Attchd,2008.0,Fin,2,482.0,162.0,53.0,NA,11,2008,Partial,392500
1183,60,RL,141.0,15623.0,IR1,Corner,NoRidge,1Fam,2Story,10,5,1996.0,1996,Hip,Wd Sdng,Otro,NA,0.0,Gd,PConc,Ex,Av,GLQ,1572.1681,300.0,2153.8405000000002,Ex,2218.0086000000006,1416.017200000001,3116.7068000000017,1,3,1,4,Ex,10,2,TA,Attchd,1996.0,Fin,3,813.0,171.0,78.0,MnPrv,7,2007,Abnorml,745000
1184,30,RL,60.0,10800.0,Reg,Inside,OldTown,1Fam,1Story,5,6,1920.0,1950,Hip,Stucco,Stucco,NA,0.0,TA,BrkTil,TA,No,Rec,821.0,299.0,1120.0,Ex,1130.0,0.0,1130.0,1,1,0,2,TA,5,1,Gd,Detchd,1970.0,Unf,2,720.0,229.0,0.0,NA,6,2006,Normal,120000
1185,20,RL,50.0,35133.0,Reg,Inside,Timber,1Fam,1Story,5,4,1963.0,1963,Hip,MetalSd,MetalSd,BrkFace,226.0,TA,CBlock,TA,Gd,Rec,1159.0,413.0,1572.0,Gd,1572.0,0.0,1572.0,1,1,1,3,TA,5,2,TA,Otro,1963.0,RFn,3,995.0,0.0,263.0,NA,5,2007,Normal,186700
1186,50,RL,60.0,9738.0,Reg,Inside,Edwards,1Fam,1.5Fin,5,7,1924.0,1950,Gable,AsbShng,AsbShng,NA,0.0,TA,BrkTil,TA,No,BLQ,392.0,392.0,784.0,Gd,949.0,272.0,1221.0,1,1,0,4,TA,7,0,NA,Attchd,1965.0,Unf,1,392.0,0.0,0.0,NA,3,2006,Normal,104900
1187,190,RL,107.0,10615.0,IR1,Corner,OldTown,2fmCon,2Story,3,5,1900.0,1970,Gable,HdBoard,HdBoard,NA,0.0,TA,CBlock,Fa,Mn,BLQ,440.0,538.0,978.0,TA,1014.0,685.0,1699.0,1,2,0,3,TA,7,0,NA,Otro,1920.0,Unf,2,420.0,0.0,74.0,NA,8,2009,Abnorml,95000
1188,20,RL,89.0,12461.0,Reg,Corner,NoRidge,1Fam,1Story,8,5,1994.0,1995,Gable,Otro,Otro,NA,0.0,Gd,PConc,Gd,No,GLQ,1456.0,168.0,1624.0,Ex,1624.0,0.0,1624.0,1,2,0,2,Gd,5,1,Fa,Attchd,1994.0,RFn,3,757.0,0.0,114.0,GdPrv,7,2006,Normal,262000
1189,60,RL,68.0,8935.0,IR1,Inside,CollgCr,1Fam,2Story,7,5,2002.0,2002,Gable,VinylSd,VinylSd,BrkFace,95.0,Gd,PConc,Gd,No,Unf,0.0,831.0,831.0,Ex,831.0,829.0,1660.0,0,2,1,3,Gd,7,0,NA,Attchd,2002.0,RFn,2,493.0,144.0,68.0,NA,7,2009,Normal,195000
1190,60,RL,60.0,7500.0,Reg,Inside,Gilbert,1Fam,2Story,7,5,1999.0,1999,Gable,VinylSd,VinylSd,NA,0.0,TA,PConc,TA,No,Unf,0.0,994.0,994.0,Gd,1028.0,776.0,1804.0,0,2,1,3,Gd,7,1,TA,Attchd,1999.0,Fin,2,442.0,140.0,60.0,NA,6,2010,Normal,189000
1191,190,RL,NA,32463.0,Reg,Inside,Mitchel,2fmCon,1Story,4,4,1961.0,1975,Gable,MetalSd,MetalSd,Stone,149.0,TA,CBlock,TA,Av,BLQ,1159.0,90.0,1249.0,Ex,1622.0,0.0,1622.0,1,1,0,3,TA,7,1,TA,Otro,1975.0,Fin,3,998.1939000000012,439.0,0.0,NA,3,2007,Normal,168000
1192,160,FV,24.0,2645.0,Reg,Inside,Somerst,Twnhs,2Story,8,5,1999.0,2000,Gable,MetalSd,MetalSd,BrkFace,456.0,Gd,PConc,Gd,No,Unf,0.0,776.0,776.0,Ex,764.0,677.0,1441.0,0,2,1,2,Gd,5,0,NA,Detchd,1999.0,Unf,2,492.0,206.0,0.0,NA,11,2007,Normal,174000
1193,50,RM,60.0,9600.0,Reg,Inside,OldTown,1Fam,1.5Fin,5,8,1925.0,1994,Otro,VinylSd,VinylSd,NA,0.0,TA,PConc,TA,Mn,Unf,0.0,702.0,702.0,Gd,842.0,630.0,1472.0,0,1,0,3,Gd,6,0,NA,Detchd,1925.0,Unf,1,250.0,0.0,0.0,GdWo,7,2007,Normal,125000
1194,120,RM,NA,4500.0,Reg,FR2,Mitchel,TwnhsE,1Story,6,5,1999.0,1999,Hip,VinylSd,VinylSd,BrkFace,425.0,TA,PConc,Ex,No,GLQ,883.0,341.0,1224.0,Ex,1224.0,0.0,1224.0,1,2,0,2,TA,5,0,NA,Attchd,1999.0,Fin,2,402.0,0.0,285.33620000000013,NA,6,2009,Normal,165000
1195,60,RL,80.0,9364.0,Reg,Corner,Sawyer,1Fam,2Story,6,7,1969.0,1969,Gable,HdBoard,HdBoard,Stone,143.0,TA,CBlock,TA,No,ALQ,371.0,292.0,663.0,TA,663.0,689.0,1352.0,0,1,1,4,TA,7,0,NA,Attchd,1969.0,Fin,1,299.0,379.0,36.0,MnPrv,3,2010,Normal,158000
1196,60,RL,51.0,8029.0,IR1,Inside,Gilbert,1Fam,2Story,6,5,2005.0,2005,Gable,VinylSd,VinylSd,NA,0.0,TA,PConc,Gd,No,Unf,0.0,728.0,728.0,Ex,728.0,728.0,1456.0,0,2,1,3,Gd,8,0,NA,Attchd,2005.0,Fin,2,400.0,100.0,24.0,NA,7,2008,Normal,176000
1197,60,RL,58.0,14054.0,IR1,Inside,Gilbert,1Fam,2Story,7,5,2006.0,2006,Gable,VinylSd,VinylSd,NA,0.0,Gd,PConc,Gd,Av,Unf,0.0,879.0,879.0,Ex,879.0,984.0,1863.0,0,2,1,4,Gd,9,1,Gd,BuiltIn,2006.0,Fin,3,660.0,100.0,17.0,NA,11,2006,Partial,219210
